Time,T0179,,
21:05:00 15/09/2016,0,1,
21:10:00 15/09/2016,0,1,
21:15:00 15/09/2016,0,1,
21:20:00 15/09/2016,0,1,
21:25:00 15/09/2016,0,1,
21:30:00 15/09/2016,0,1,
21:35:00 15/09/2016,0,1,
21:40:00 15/09/2016,0,1,
21:45:00 15/09/2016,0,1,
21:50:00 15/09/2016,0,1,
21:55:00 15/09/2016,0,1,
22:00:00 15/09/2016,0,1,
22:05:00 15/09/2016,0,1,
22:10:00 15/09/2016,0,1,
22:15:00 15/09/2016,0,1,
22:20:00 15/09/2016,0,1,
22:25:00 15/09/2016,0,1,
22:30:00 15/09/2016,0,1,
22:35:00 15/09/2016,0,1,
22:40:00 15/09/2016,0,1,
22:45:00 15/09/2016,0,1,
22:50:00 15/09/2016,0,1,
22:55:00 15/09/2016,0,1,
23:00:00 15/09/2016,0,1,
23:05:00 15/09/2016,0,1,
23:10:00 15/09/2016,0,1,
23:15:00 15/09/2016,0,1,
23:20:00 15/09/2016,0,1,
23:25:00 15/09/2016,0,1,
23:30:00 15/09/2016,0,1,
23:35:00 15/09/2016,0,1,
23:40:00 15/09/2016,0,1,
23:45:00 15/09/2016,0,1,
23:50:00 15/09/2016,0,1,
23:55:00 15/09/2016,0,1,
00:00:00 16/09/2016,0,1,
00:05:00 16/09/2016,0,1,
00:10:00 16/09/2016,0,1,
00:15:00 16/09/2016,0,1,
00:20:00 16/09/2016,0,1,
00:25:00 16/09/2016,0,1,
00:30:00 16/09/2016,0,1,
00:35:00 16/09/2016,0,1,
00:40:00 16/09/2016,0,1,
00:45:00 16/09/2016,0,1,
00:50:00 16/09/2016,0,1,
00:55:00 16/09/2016,0,1,
01:00:00 16/09/2016,0,1,
01:05:00 16/09/2016,0,1,
01:10:00 16/09/2016,0,1,
01:15:00 16/09/2016,0,1,
01:20:00 16/09/2016,0,1,
01:25:00 16/09/2016,0,1,
01:30:00 16/09/2016,0,1,
01:35:00 16/09/2016,0,1,
01:40:00 16/09/2016,0,1,
01:45:00 16/09/2016,0,1,
01:50:00 16/09/2016,0,1,
01:55:00 16/09/2016,0,1,
02:00:00 16/09/2016,0,1,
02:05:00 16/09/2016,0,1,
02:10:00 16/09/2016,0,1,
02:15:00 16/09/2016,0,1,
02:20:00 16/09/2016,0,1,
02:25:00 16/09/2016,0,1,
02:30:00 16/09/2016,0,1,
02:35:00 16/09/2016,0,1,
02:40:00 16/09/2016,"0,2",1,
02:45:00 16/09/2016,0,1,
02:50:00 16/09/2016,0,1,
02:55:00 16/09/2016,0,1,
03:00:00 16/09/2016,0,1,
03:05:00 16/09/2016,0,1,
03:10:00 16/09/2016,0,1,
03:15:00 16/09/2016,0,1,
03:20:00 16/09/2016,0,1,
03:25:00 16/09/2016,0,1,
03:30:00 16/09/2016,0,1,
03:35:00 16/09/2016,0,1,
03:40:00 16/09/2016,0,1,
03:45:00 16/09/2016,0,1,
03:50:00 16/09/2016,0,1,
03:55:00 16/09/2016,0,1,
04:00:00 16/09/2016,0,1,
04:05:00 16/09/2016,0,1,
04:10:00 16/09/2016,0,1,
04:15:00 16/09/2016,0,1,
04:20:00 16/09/2016,0,1,
04:25:00 16/09/2016,0,1,
04:30:00 16/09/2016,0,1,
04:35:00 16/09/2016,0,1,
04:40:00 16/09/2016,0,1,
04:45:00 16/09/2016,0,1,
04:50:00 16/09/2016,0,1,
04:55:00 16/09/2016,0,1,
05:00:00 16/09/2016,0,1,
05:05:00 16/09/2016,0,1,
05:10:00 16/09/2016,0,1,
05:15:00 16/09/2016,0,1,
05:20:00 16/09/2016,0,1,
05:25:00 16/09/2016,0,1,
05:30:00 16/09/2016,0,1,
05:35:00 16/09/2016,0,1,
05:40:00 16/09/2016,0,1,
05:45:00 16/09/2016,0,1,
05:50:00 16/09/2016,0,1,
05:55:00 16/09/2016,0,1,
06:00:00 16/09/2016,0,1,
06:05:00 16/09/2016,0,1,
06:10:00 16/09/2016,0,1,
06:15:00 16/09/2016,0,1,
06:20:00 16/09/2016,0,1,
06:25:00 16/09/2016,0,1,
06:30:00 16/09/2016,0,1,
06:35:00 16/09/2016,0,1,
06:40:00 16/09/2016,0,1,
06:45:00 16/09/2016,0,1,
06:50:00 16/09/2016,0,1,
06:55:00 16/09/2016,0,1,
07:00:00 16/09/2016,0,1,
07:05:00 16/09/2016,0,1,
07:10:00 16/09/2016,0,1,
07:15:00 16/09/2016,0,1,
07:20:00 16/09/2016,0,1,
07:25:00 16/09/2016,0,1,
07:30:00 16/09/2016,0,1,
07:35:00 16/09/2016,0,1,
07:40:00 16/09/2016,0,1,
07:45:00 16/09/2016,0,1,
07:50:00 16/09/2016,0,1,
07:55:00 16/09/2016,0,1,
08:00:00 16/09/2016,0,1,
08:05:00 16/09/2016,0,1,
08:10:00 16/09/2016,0,1,
08:15:00 16/09/2016,0,1,
08:20:00 16/09/2016,0,1,
08:25:00 16/09/2016,0,1,
08:30:00 16/09/2016,0,1,
08:35:00 16/09/2016,0,1,
08:40:00 16/09/2016,0,1,
08:45:00 16/09/2016,0,1,
08:50:00 16/09/2016,0,1,
08:55:00 16/09/2016,0,1,
09:00:00 16/09/2016,0,1,
09:05:00 16/09/2016,0,1,
09:10:00 16/09/2016,0,1,
09:15:00 16/09/2016,0,1,
09:20:00 16/09/2016,0,1,
09:25:00 16/09/2016,0,1,
09:30:00 16/09/2016,0,1,
09:35:00 16/09/2016,0,1,
09:40:00 16/09/2016,0,1,
09:45:00 16/09/2016,0,1,
09:50:00 16/09/2016,0,1,
09:55:00 16/09/2016,0,1,
10:00:00 16/09/2016,0,1,
10:05:00 16/09/2016,0,1,
10:10:00 16/09/2016,0,1,
10:15:00 16/09/2016,0,1,
10:20:00 16/09/2016,0,1,
10:25:00 16/09/2016,0,1,
10:30:00 16/09/2016,0,1,
10:35:00 16/09/2016,0,1,
10:40:00 16/09/2016,0,1,
10:45:00 16/09/2016,0,1,
10:50:00 16/09/2016,0,1,
10:55:00 16/09/2016,0,1,
11:00:00 16/09/2016,0,1,
11:05:00 16/09/2016,0,1,
11:10:00 16/09/2016,0,1,
11:15:00 16/09/2016,0,1,
11:20:00 16/09/2016,0,1,
11:25:00 16/09/2016,0,1,
11:30:00 16/09/2016,0,1,
11:40:00 16/09/2016,0,1,
11:45:00 16/09/2016,0,1,
11:50:00 16/09/2016,0,1,
11:55:00 16/09/2016,0,1,
12:00:00 16/09/2016,0,1,
12:05:00 16/09/2016,0,1,
12:10:00 16/09/2016,0,1,
12:15:00 16/09/2016,0,1,
12:20:00 16/09/2016,0,1,
12:25:00 16/09/2016,0,1,
12:30:00 16/09/2016,0,1,
12:35:00 16/09/2016,0,1,
12:40:00 16/09/2016,0,1,
12:45:00 16/09/2016,0,1,
12:50:00 16/09/2016,0,1,
12:55:00 16/09/2016,0,1,
13:00:00 16/09/2016,0,1,
13:05:00 16/09/2016,0,1,
13:10:00 16/09/2016,0,1,
13:15:00 16/09/2016,0,1,
13:20:00 16/09/2016,0,1,
13:25:00 16/09/2016,0,1,
13:30:00 16/09/2016,0,1,
13:35:00 16/09/2016,0,1,
13:40:00 16/09/2016,0,1,
13:45:00 16/09/2016,0,1,
13:50:00 16/09/2016,0,1,
13:55:00 16/09/2016,0,1,
14:00:00 16/09/2016,0,1,
14:05:00 16/09/2016,0,1,
14:10:00 16/09/2016,0,1,
14:15:00 16/09/2016,0,1,
14:20:00 16/09/2016,0,1,
14:25:00 16/09/2016,0,1,
14:30:00 16/09/2016,0,1,
14:35:00 16/09/2016,0,1,
14:40:00 16/09/2016,0,1,
14:45:00 16/09/2016,0,1,
14:50:00 16/09/2016,0,1,
14:55:00 16/09/2016,0,1,
15:00:00 16/09/2016,0,1,
15:05:00 16/09/2016,0,1,
15:10:00 16/09/2016,0,1,
15:15:00 16/09/2016,0,1,
15:20:00 16/09/2016,0,1,
15:25:00 16/09/2016,0,1,
15:30:00 16/09/2016,0,1,
15:35:00 16/09/2016,0,1,
15:40:00 16/09/2016,0,1,
15:45:00 16/09/2016,0,1,
15:50:00 16/09/2016,"0,2",1,
15:55:00 16/09/2016,0,1,
16:00:00 16/09/2016,"0,2",1,
16:05:00 16/09/2016,"0,2",1,
16:10:00 16/09/2016,"0,2",1,
16:15:00 16/09/2016,"0,4",1,
16:20:00 16/09/2016,"0,2",1,
16:25:00 16/09/2016,0,1,
16:30:00 16/09/2016,"0,2",1,
16:35:00 16/09/2016,"0,4",1,
16:40:00 16/09/2016,"0,4",1,
16:45:00 16/09/2016,"0,2",1,
16:50:00 16/09/2016,"0,4",1,
16:55:00 16/09/2016,"0,4",1,
17:00:00 16/09/2016,"0,2",1,
17:05:00 16/09/2016,"0,4",1,
17:10:00 16/09/2016,"0,2",1,
17:15:00 16/09/2016,"0,2",1,
17:20:00 16/09/2016,"0,2",1,
17:25:00 16/09/2016,"0,2",1,
17:30:00 16/09/2016,"0,2",1,
17:35:00 16/09/2016,"0,2",1,
17:40:00 16/09/2016,"0,4",1,
17:45:00 16/09/2016,"0,6",1,
17:50:00 16/09/2016,"0,4",1,
17:55:00 16/09/2016,"0,4",1,
18:00:00 16/09/2016,"0,2",1,
18:05:00 16/09/2016,"0,4",1,
18:10:00 16/09/2016,"0,4",1,
18:15:00 16/09/2016,"0,2",1,
18:20:00 16/09/2016,"0,2",1,
18:25:00 16/09/2016,"0,2",1,
18:30:00 16/09/2016,"0,2",1,
18:35:00 16/09/2016,"0,2",1,
18:40:00 16/09/2016,"0,2",1,
18:45:00 16/09/2016,"0,2",1,
18:50:00 16/09/2016,"0,2",1,
18:55:00 16/09/2016,0,1,
19:00:00 16/09/2016,"0,2",1,
19:05:00 16/09/2016,0,1,
19:10:00 16/09/2016,0,1,
19:15:00 16/09/2016,0,1,
19:20:00 16/09/2016,0,1,
19:25:00 16/09/2016,0,1,
19:30:00 16/09/2016,0,1,
19:35:00 16/09/2016,0,1,
19:40:00 16/09/2016,0,1,
19:45:00 16/09/2016,"0,2",1,
19:50:00 16/09/2016,0,1,
19:55:00 16/09/2016,0,1,
20:00:00 16/09/2016,0,1,
20:05:00 16/09/2016,0,1,
20:10:00 16/09/2016,0,1,
20:15:00 16/09/2016,0,1,
20:20:00 16/09/2016,0,1,
20:25:00 16/09/2016,0,1,
20:30:00 16/09/2016,0,1,
20:35:00 16/09/2016,0,1,
20:40:00 16/09/2016,0,1,
20:45:00 16/09/2016,0,1,
20:50:00 16/09/2016,0,1,
20:55:00 16/09/2016,0,1,
21:00:00 16/09/2016,0,1,
21:05:00 16/09/2016,0,1,
21:10:00 16/09/2016,0,1,
21:15:00 16/09/2016,"0,2",1,
21:20:00 16/09/2016,0,1,
21:25:00 16/09/2016,0,1,
21:30:00 16/09/2016,0,1,
21:35:00 16/09/2016,0,1,
21:40:00 16/09/2016,0,1,
21:45:00 16/09/2016,0,1,
21:50:00 16/09/2016,0,1,
21:55:00 16/09/2016,0,1,
22:00:00 16/09/2016,0,1,
22:05:00 16/09/2016,0,1,
22:10:00 16/09/2016,0,1,
22:15:00 16/09/2016,0,1,
22:20:00 16/09/2016,0,1,
22:25:00 16/09/2016,0,1,
22:30:00 16/09/2016,0,1,
22:35:00 16/09/2016,0,1,
22:40:00 16/09/2016,0,1,
22:45:00 16/09/2016,0,1,
22:50:00 16/09/2016,0,1,
22:55:00 16/09/2016,0,1,
23:00:00 16/09/2016,0,1,
23:05:00 16/09/2016,"0,2",1,
23:10:00 16/09/2016,0,1,
23:15:00 16/09/2016,0,1,
23:20:00 16/09/2016,"0,2",1,
23:25:00 16/09/2016,"0,2",1,
23:30:00 16/09/2016,"0,4",1,
23:35:00 16/09/2016,"0,2",1,
23:40:00 16/09/2016,"0,2",1,
23:45:00 16/09/2016,0,1,
23:50:00 16/09/2016,0,1,
23:55:00 16/09/2016,0,1,
00:00:00 17/09/2016,"0,2",1,
00:05:00 17/09/2016,0,1,
00:10:00 17/09/2016,0,1,
00:15:00 17/09/2016,0,1,
00:20:00 17/09/2016,0,1,
00:25:00 17/09/2016,0,1,
00:30:00 17/09/2016,0,1,
00:35:00 17/09/2016,0,1,
00:40:00 17/09/2016,0,1,
00:45:00 17/09/2016,0,1,
00:50:00 17/09/2016,0,1,
00:55:00 17/09/2016,0,1,
01:00:00 17/09/2016,0,1,
01:05:00 17/09/2016,0,1,
01:10:00 17/09/2016,"0,2",1,
01:15:00 17/09/2016,0,1,
01:20:00 17/09/2016,0,1,
01:25:00 17/09/2016,0,1,
01:30:00 17/09/2016,0,1,
01:35:00 17/09/2016,0,1,
01:40:00 17/09/2016,0,1,
01:45:00 17/09/2016,0,1,
01:50:00 17/09/2016,0,1,
01:55:00 17/09/2016,0,1,
02:00:00 17/09/2016,0,1,
02:05:00 17/09/2016,0,1,
02:10:00 17/09/2016,0,1,
02:15:00 17/09/2016,0,1,
02:20:00 17/09/2016,0,1,
02:25:00 17/09/2016,0,1,
02:30:00 17/09/2016,0,1,
02:35:00 17/09/2016,0,1,
02:40:00 17/09/2016,0,1,
02:45:00 17/09/2016,0,1,
02:50:00 17/09/2016,0,1,
02:55:00 17/09/2016,0,1,
03:00:00 17/09/2016,0,1,
03:05:00 17/09/2016,0,1,
03:10:00 17/09/2016,0,1,
03:15:00 17/09/2016,0,1,
03:20:00 17/09/2016,0,1,
03:25:00 17/09/2016,0,1,
03:30:00 17/09/2016,0,1,
03:35:00 17/09/2016,0,1,
03:40:00 17/09/2016,0,1,
03:45:00 17/09/2016,0,1,
03:50:00 17/09/2016,0,1,
03:55:00 17/09/2016,0,1,
04:00:00 17/09/2016,0,1,
04:05:00 17/09/2016,0,1,
04:10:00 17/09/2016,0,1,
04:15:00 17/09/2016,0,1,
04:20:00 17/09/2016,0,1,
04:25:00 17/09/2016,0,1,
04:30:00 17/09/2016,0,1,
04:35:00 17/09/2016,0,1,
04:40:00 17/09/2016,0,1,
04:45:00 17/09/2016,0,1,
04:50:00 17/09/2016,0,1,
04:55:00 17/09/2016,0,1,
05:00:00 17/09/2016,0,1,
05:05:00 17/09/2016,0,1,
05:10:00 17/09/2016,0,1,
05:15:00 17/09/2016,0,1,
05:20:00 17/09/2016,0,1,
05:25:00 17/09/2016,0,1,
05:30:00 17/09/2016,0,1,
05:35:00 17/09/2016,0,1,
05:40:00 17/09/2016,0,1,
05:45:00 17/09/2016,0,1,
05:50:00 17/09/2016,0,1,
05:55:00 17/09/2016,0,1,
06:00:00 17/09/2016,0,1,
06:05:00 17/09/2016,0,1,
06:10:00 17/09/2016,0,1,
06:15:00 17/09/2016,0,1,
06:20:00 17/09/2016,0,1,
06:25:00 17/09/2016,0,1,
06:30:00 17/09/2016,0,1,
06:35:00 17/09/2016,0,1,
06:40:00 17/09/2016,0,1,
06:45:00 17/09/2016,0,1,
06:50:00 17/09/2016,0,1,
06:55:00 17/09/2016,0,1,
07:00:00 17/09/2016,0,1,
07:05:00 17/09/2016,0,1,
07:10:00 17/09/2016,0,1,
07:15:00 17/09/2016,0,1,
07:20:00 17/09/2016,0,1,
07:25:00 17/09/2016,0,1,
07:30:00 17/09/2016,0,1,
07:35:00 17/09/2016,0,1,
07:40:00 17/09/2016,0,1,
07:45:00 17/09/2016,0,1,
07:50:00 17/09/2016,0,1,
07:55:00 17/09/2016,0,1,
08:00:00 17/09/2016,0,1,
08:05:00 17/09/2016,0,1,
08:10:00 17/09/2016,0,1,
08:15:00 17/09/2016,0,1,
08:20:00 17/09/2016,0,1,
08:25:00 17/09/2016,0,1,
08:30:00 17/09/2016,0,1,
08:35:00 17/09/2016,0,1,
08:40:00 17/09/2016,0,1,
08:45:00 17/09/2016,0,1,
08:50:00 17/09/2016,0,1,
08:55:00 17/09/2016,0,1,
09:00:00 17/09/2016,0,1,
09:05:00 17/09/2016,0,1,
09:10:00 17/09/2016,0,1,
09:15:00 17/09/2016,0,1,
09:20:00 17/09/2016,0,1,
09:25:00 17/09/2016,0,1,
09:30:00 17/09/2016,0,1,
09:35:00 17/09/2016,0,1,
09:40:00 17/09/2016,0,1,
09:45:00 17/09/2016,0,1,
09:50:00 17/09/2016,0,1,
09:55:00 17/09/2016,0,1,
10:00:00 17/09/2016,0,1,
10:05:00 17/09/2016,0,1,
10:10:00 17/09/2016,0,1,
10:15:00 17/09/2016,0,1,
10:20:00 17/09/2016,0,1,
10:25:00 17/09/2016,0,1,
10:30:00 17/09/2016,0,1,
10:35:00 17/09/2016,0,1,
10:40:00 17/09/2016,0,1,
10:45:00 17/09/2016,0,1,
10:50:00 17/09/2016,0,1,
10:55:00 17/09/2016,0,1,
11:00:00 17/09/2016,0,1,
11:05:00 17/09/2016,0,1,
11:10:00 17/09/2016,0,1,
11:15:00 17/09/2016,0,1,
11:20:00 17/09/2016,0,1,
11:25:00 17/09/2016,0,1,
11:30:00 17/09/2016,0,1,
11:35:00 17/09/2016,0,1,
11:40:00 17/09/2016,0,1,
11:45:00 17/09/2016,0,1,
11:50:00 17/09/2016,0,1,
11:55:00 17/09/2016,0,1,
12:00:00 17/09/2016,0,1,
12:05:00 17/09/2016,0,1,
12:10:00 17/09/2016,0,1,
12:15:00 17/09/2016,0,1,
12:20:00 17/09/2016,0,1,
12:25:00 17/09/2016,0,1,
12:30:00 17/09/2016,0,1,
12:35:00 17/09/2016,0,1,
12:40:00 17/09/2016,0,1,
12:45:00 17/09/2016,0,1,
12:50:00 17/09/2016,0,1,
12:55:00 17/09/2016,0,1,
13:00:00 17/09/2016,0,1,
13:05:00 17/09/2016,0,1,
13:10:00 17/09/2016,0,1,
13:15:00 17/09/2016,0,1,
13:20:00 17/09/2016,0,1,
13:25:00 17/09/2016,0,1,
13:30:00 17/09/2016,0,1,
13:35:00 17/09/2016,0,1,
13:40:00 17/09/2016,0,1,
13:45:00 17/09/2016,0,1,
13:50:00 17/09/2016,0,1,
13:55:00 17/09/2016,0,1,
14:00:00 17/09/2016,0,1,
14:05:00 17/09/2016,0,1,
14:10:00 17/09/2016,0,1,
14:15:00 17/09/2016,0,1,
14:20:00 17/09/2016,0,1,
14:25:00 17/09/2016,"0,2",1,
14:30:00 17/09/2016,0,1,
14:35:00 17/09/2016,"2,2",1,
14:40:00 17/09/2016,2,1,
14:45:00 17/09/2016,"1,4",1,
14:50:00 17/09/2016,"0,2",1,
14:55:00 17/09/2016,0,1,
15:00:00 17/09/2016,0,1,
15:05:00 17/09/2016,"0,2",1,
15:10:00 17/09/2016,0,1,
15:15:00 17/09/2016,0,1,
15:20:00 17/09/2016,0,1,
15:25:00 17/09/2016,0,1,
15:30:00 17/09/2016,"0,4",1,
15:35:00 17/09/2016,"0,2",1,
15:40:00 17/09/2016,0,1,
15:45:00 17/09/2016,0,1,
15:50:00 17/09/2016,0,1,
15:55:00 17/09/2016,0,1,
16:00:00 17/09/2016,0,1,
16:05:00 17/09/2016,0,1,
16:10:00 17/09/2016,0,1,
16:15:00 17/09/2016,0,1,
16:20:00 17/09/2016,0,1,
16:25:00 17/09/2016,0,1,
16:30:00 17/09/2016,0,1,
16:35:00 17/09/2016,0,1,
16:40:00 17/09/2016,0,1,
16:45:00 17/09/2016,0,1,
16:50:00 17/09/2016,0,1,
16:55:00 17/09/2016,0,1,
17:00:00 17/09/2016,0,1,
17:05:00 17/09/2016,0,1,
17:10:00 17/09/2016,0,1,
17:15:00 17/09/2016,0,1,
17:20:00 17/09/2016,0,1,
17:25:00 17/09/2016,0,1,
17:30:00 17/09/2016,0,1,
17:35:00 17/09/2016,0,1,
17:40:00 17/09/2016,0,1,
17:45:00 17/09/2016,0,1,
17:50:00 17/09/2016,0,1,
17:55:00 17/09/2016,0,1,
18:00:00 17/09/2016,0,1,
18:05:00 17/09/2016,0,1,
18:10:00 17/09/2016,0,1,
18:15:00 17/09/2016,0,1,
18:20:00 17/09/2016,0,1,
18:25:00 17/09/2016,0,1,
18:30:00 17/09/2016,0,1,
18:35:00 17/09/2016,0,1,
18:40:00 17/09/2016,0,1,
18:45:00 17/09/2016,0,1,
18:50:00 17/09/2016,0,1,
18:55:00 17/09/2016,0,1,
19:00:00 17/09/2016,0,1,
19:05:00 17/09/2016,0,1,
19:10:00 17/09/2016,0,1,
19:15:00 17/09/2016,0,1,
19:20:00 17/09/2016,0,1,
19:25:00 17/09/2016,0,1,
19:30:00 17/09/2016,0,1,
19:35:00 17/09/2016,0,1,
19:40:00 17/09/2016,0,1,
19:45:00 17/09/2016,0,1,
19:50:00 17/09/2016,0,1,
19:55:00 17/09/2016,0,1,
20:00:00 17/09/2016,0,1,
20:05:00 17/09/2016,0,1,
20:10:00 17/09/2016,0,1,
20:15:00 17/09/2016,0,1,
20:20:00 17/09/2016,0,1,
20:25:00 17/09/2016,0,1,
20:30:00 17/09/2016,0,1,
20:35:00 17/09/2016,0,1,
20:40:00 17/09/2016,0,1,
20:45:00 17/09/2016,0,1,
20:50:00 17/09/2016,0,1,
20:55:00 17/09/2016,0,1,
21:00:00 17/09/2016,0,1,
21:05:00 17/09/2016,0,1,
21:10:00 17/09/2016,0,1,
21:15:00 17/09/2016,0,1,
21:20:00 17/09/2016,0,1,
21:25:00 17/09/2016,0,1,
21:30:00 17/09/2016,0,1,
21:35:00 17/09/2016,0,1,
21:40:00 17/09/2016,0,1,
21:45:00 17/09/2016,0,1,
21:50:00 17/09/2016,0,1,
21:55:00 17/09/2016,0,1,
22:00:00 17/09/2016,0,1,
22:05:00 17/09/2016,0,1,
22:10:00 17/09/2016,0,1,
22:15:00 17/09/2016,0,1,
22:20:00 17/09/2016,0,1,
22:25:00 17/09/2016,0,1,
22:30:00 17/09/2016,0,1,
22:35:00 17/09/2016,0,1,
22:40:00 17/09/2016,0,1,
22:45:00 17/09/2016,0,1,
22:50:00 17/09/2016,0,1,
22:55:00 17/09/2016,0,1,
23:00:00 17/09/2016,0,1,
23:05:00 17/09/2016,0,1,
23:10:00 17/09/2016,0,1,
23:15:00 17/09/2016,0,1,
23:20:00 17/09/2016,0,1,
23:25:00 17/09/2016,0,1,
23:30:00 17/09/2016,0,1,
23:35:00 17/09/2016,0,1,
23:40:00 17/09/2016,0,1,
23:45:00 17/09/2016,0,1,
23:50:00 17/09/2016,0,1,
23:55:00 17/09/2016,0,1,
00:00:00 18/09/2016,0,1,
00:05:00 18/09/2016,0,1,
00:10:00 18/09/2016,0,1,
00:15:00 18/09/2016,0,1,
00:20:00 18/09/2016,0,1,
00:25:00 18/09/2016,0,1,
00:30:00 18/09/2016,0,1,
00:35:00 18/09/2016,0,1,
00:40:00 18/09/2016,0,1,
00:45:00 18/09/2016,0,1,
00:50:00 18/09/2016,0,1,
00:55:00 18/09/2016,0,1,
01:00:00 18/09/2016,0,1,
01:05:00 18/09/2016,0,1,
01:10:00 18/09/2016,0,1,
01:15:00 18/09/2016,0,1,
01:20:00 18/09/2016,0,1,
01:25:00 18/09/2016,0,1,
01:30:00 18/09/2016,0,1,
01:35:00 18/09/2016,0,1,
01:40:00 18/09/2016,0,1,
01:45:00 18/09/2016,0,1,
01:50:00 18/09/2016,0,1,
01:55:00 18/09/2016,0,1,
02:00:00 18/09/2016,0,1,
02:05:00 18/09/2016,0,1,
02:10:00 18/09/2016,0,1,
02:15:00 18/09/2016,0,1,
02:20:00 18/09/2016,0,1,
02:25:00 18/09/2016,0,1,
02:30:00 18/09/2016,0,1,
02:35:00 18/09/2016,0,1,
02:40:00 18/09/2016,0,1,
02:45:00 18/09/2016,0,1,
02:50:00 18/09/2016,0,1,
02:55:00 18/09/2016,0,1,
03:00:00 18/09/2016,0,1,
03:05:00 18/09/2016,0,1,
03:10:00 18/09/2016,0,1,
03:15:00 18/09/2016,0,1,
03:20:00 18/09/2016,0,1,
03:25:00 18/09/2016,0,1,
03:30:00 18/09/2016,0,1,
03:35:00 18/09/2016,0,1,
03:40:00 18/09/2016,0,1,
03:45:00 18/09/2016,0,1,
03:50:00 18/09/2016,0,1,
03:55:00 18/09/2016,0,1,
04:00:00 18/09/2016,0,1,
04:05:00 18/09/2016,0,1,
04:10:00 18/09/2016,0,1,
04:15:00 18/09/2016,0,1,
04:20:00 18/09/2016,0,1,
04:25:00 18/09/2016,0,1,
04:30:00 18/09/2016,0,1,
04:35:00 18/09/2016,0,1,
04:40:00 18/09/2016,0,1,
04:45:00 18/09/2016,0,1,
04:50:00 18/09/2016,0,1,
04:55:00 18/09/2016,0,1,
05:00:00 18/09/2016,0,1,
05:05:00 18/09/2016,0,1,
05:10:00 18/09/2016,0,1,
05:15:00 18/09/2016,0,1,
05:20:00 18/09/2016,0,1,
05:25:00 18/09/2016,0,1,
05:30:00 18/09/2016,0,1,
05:35:00 18/09/2016,0,1,
05:40:00 18/09/2016,0,1,
05:45:00 18/09/2016,0,1,
05:50:00 18/09/2016,0,1,
05:55:00 18/09/2016,0,1,
06:00:00 18/09/2016,0,1,
06:05:00 18/09/2016,0,1,
06:10:00 18/09/2016,0,1,
06:15:00 18/09/2016,0,1,
06:20:00 18/09/2016,0,1,
06:25:00 18/09/2016,0,1,
06:30:00 18/09/2016,0,1,
06:35:00 18/09/2016,0,1,
06:40:00 18/09/2016,0,1,
06:45:00 18/09/2016,0,1,
06:50:00 18/09/2016,0,1,
06:55:00 18/09/2016,0,1,
07:00:00 18/09/2016,0,1,
07:05:00 18/09/2016,0,1,
07:10:00 18/09/2016,0,1,
07:15:00 18/09/2016,0,1,
07:20:00 18/09/2016,0,1,
07:25:00 18/09/2016,0,1,
07:30:00 18/09/2016,0,1,
07:35:00 18/09/2016,0,1,
07:40:00 18/09/2016,0,1,
07:45:00 18/09/2016,0,1,
07:50:00 18/09/2016,0,1,
07:55:00 18/09/2016,0,1,
08:00:00 18/09/2016,0,1,
08:05:00 18/09/2016,0,1,
08:10:00 18/09/2016,0,1,
08:15:00 18/09/2016,0,1,
08:20:00 18/09/2016,0,1,
08:25:00 18/09/2016,0,1,
08:30:00 18/09/2016,0,1,
08:35:00 18/09/2016,0,1,
08:40:00 18/09/2016,0,1,
08:45:00 18/09/2016,0,1,
08:50:00 18/09/2016,0,1,
08:55:00 18/09/2016,0,1,
09:00:00 18/09/2016,0,1,
09:05:00 18/09/2016,0,1,
09:10:00 18/09/2016,0,1,
09:15:00 18/09/2016,0,1,
09:20:00 18/09/2016,0,1,
09:25:00 18/09/2016,0,1,
09:30:00 18/09/2016,0,1,
09:35:00 18/09/2016,0,1,
09:40:00 18/09/2016,0,1,
09:45:00 18/09/2016,0,1,
09:50:00 18/09/2016,0,1,
09:55:00 18/09/2016,0,1,
10:00:00 18/09/2016,0,1,
10:05:00 18/09/2016,0,1,
10:10:00 18/09/2016,0,1,
10:15:00 18/09/2016,0,1,
10:20:00 18/09/2016,0,1,
10:25:00 18/09/2016,0,1,
10:30:00 18/09/2016,0,1,
10:35:00 18/09/2016,0,1,
10:40:00 18/09/2016,0,1,
10:45:00 18/09/2016,0,1,
10:50:00 18/09/2016,0,1,
10:55:00 18/09/2016,0,1,
11:00:00 18/09/2016,0,1,
11:05:00 18/09/2016,0,1,
11:10:00 18/09/2016,0,1,
11:15:00 18/09/2016,0,1,
11:20:00 18/09/2016,0,1,
11:25:00 18/09/2016,0,1,
11:30:00 18/09/2016,0,1,
11:35:00 18/09/2016,0,1,
11:40:00 18/09/2016,0,1,
11:45:00 18/09/2016,0,1,
11:50:00 18/09/2016,0,1,
11:55:00 18/09/2016,0,1,
12:00:00 18/09/2016,0,1,
12:05:00 18/09/2016,0,1,
12:10:00 18/09/2016,0,1,
12:15:00 18/09/2016,0,1,
12:20:00 18/09/2016,0,1,
12:25:00 18/09/2016,0,1,
12:30:00 18/09/2016,0,1,
12:35:00 18/09/2016,0,1,
12:40:00 18/09/2016,0,1,
12:45:00 18/09/2016,0,1,
12:50:00 18/09/2016,0,1,
12:55:00 18/09/2016,0,1,
13:00:00 18/09/2016,0,1,
13:05:00 18/09/2016,0,1,
